"Column Name","Label"
"S0801_C01_050EA","Annotation of Estimate!!Total!!VEHICLES AVAILABLE!!Workers 16 years and over in households!!2 vehicles available"
"S0801_C01_051E","Estimate!!Total!!VEHICLES AVAILABLE!!Workers 16 years and over in households!!3 or more vehicles available"
"S0801_C01_051M","Margin of Error!!Total!!VEHICLES AVAILABLE!!Workers 16 years and over in households!!3 or more vehicles available"
"S0801_C01_051MA","Annotation of Margin of Error!!Total!!VEHICLES AVAILABLE!!Workers 16 years and over in households!!3 or more vehicles available"
"S0801_C01_051EA","Annotation of Estimate!!Total!!VEHICLES AVAILABLE!!Workers 16 years and over in households!!3 or more vehicles available"
"S0801_C01_052E","Estimate!!Total!!PERCENT ALLOCATED!!Means of transportation to work"
"S0801_C01_052M","Margin of Error!!Total!!PERCENT ALLOCATED!!Means of transportation to work"
"S0801_C01_052MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Means of transportation to work"
"S0801_C01_052EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Means of transportation to work"
"S0801_C01_053E","Estimate!!Total!!PERCENT ALLOCATED!!Private vehicle occupancy"
"S0801_C01_053M","Margin of Error!!Total!!PERCENT ALLOCATED!!Private vehicle occupancy"
"S0801_C01_053MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Private vehicle occupancy"
"S0801_C01_053EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Private vehicle occupancy"
"S0801_C01_054E","Estimate!!Total!!PERCENT ALLOCATED!!Place of work"
"S0801_C01_054M","Margin of Error!!Total!!PERCENT ALLOCATED!!Place of work"
"S0801_C01_054MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Place of work"
"S0801_C01_054EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Place of work"
"S0801_C01_055E","Estimate!!Total!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0801_C01_055M","Margin of Error!!Total!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0801_C01_055MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0801_C01_055EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Time of departure to go to work"
"S0801_C01_056E","Estimate!!Total!!PERCENT ALLOCATED!!Travel time to work"
"S0801_C01_056M","Margin of Error!!Total!!PERCENT ALLOCATED!!Travel time to work"
"S0801_C01_056MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Travel time to work"
"S0801_C01_056EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Travel time to work"
"S0801_C01_057E","Estimate!!Total!!PERCENT ALLOCATED!!Vehicles available"
"S0801_C01_057M","Margin of Error!!Total!!PERCENT ALLOCATED!!Vehicles available"
"S0801_C01_057MA","Annotation of Margin of Error!!Total!!PERCENT ALLOCATED!!Vehicles available"
"S0801_C01_057EA","Annotation of Estimate!!Total!!PERCENT ALLOCATED!!Vehicles available"
"S0801_C02_001E","Estimate!!Male!!Workers 16 years and over"
"S0801_C02_001M","Margin of Error!!Male!!Workers 16 years and over"
"S0801_C02_001MA","Annotation of Margin of Error!!Male!!Workers 16 years and over"
"S0801_C02_001EA","Annotation of Estimate!!Male!!Workers 16 years and over"
"S0801_C02_002E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van"
"S0801_C02_002M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van"
"S0801_C02_002MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van"
"S0801_C02_002EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van"
"S0801_C02_003E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Drove alone"
"S0801_C02_003M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Drove alone"
"S0801_C02_003MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Drove alone"
"S0801_C02_003EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Drove alone"
"S0801_C02_004E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled"
"S0801_C02_004M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled"
"S0801_C02_004MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled"
"S0801_C02_004EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled"
"S0801_C02_005E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"S0801_C02_005M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"S0801_C02_005MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"S0801_C02_005EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 2-person carpool"
"S0801_C02_006E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"S0801_C02_006M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"S0801_C02_006MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"S0801_C02_006EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 3-person carpool"
"S0801_C02_007E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 4-or-more person carpool"
"S0801_C02_007M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 4-or-more person carpool"
"S0801_C02_007MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 4-or-more person carpool"
"S0801_C02_007EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Carpooled!!In 4-or-more person carpool"
"S0801_C02_008E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Workers per car, truck, or van"
"S0801_C02_008M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Workers per car, truck, or van"
"S0801_C02_008MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Workers per car, truck, or van"
"S0801_C02_008EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Car, truck, or van!!Workers per car, truck, or van"
"S0801_C02_009E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab)"
"S0801_C02_009M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab)"
"S0801_C02_009MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab)"
"S0801_C02_009EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab)"
"S0801_C02_010E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Walked"
"S0801_C02_010M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Walked"
"S0801_C02_010MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Walked"
"S0801_C02_010EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Walked"
"S0801_C02_011E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Bicycle"
"S0801_C02_011M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Bicycle"
"S0801_C02_011MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Bicycle"
"S0801_C02_011EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Bicycle"
"S0801_C02_012E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Taxicab, motorcycle, or other means"
"S0801_C02_012M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Taxicab, motorcycle, or other means"
"S0801_C02_012MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Taxicab, motorcycle, or other means"
"S0801_C02_012EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Taxicab, motorcycle, or other means"
"S0801_C02_013E","Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Worked from home"
"S0801_C02_013M","Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Worked from home"
"S0801_C02_013MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Worked from home"
"S0801_C02_013EA","Annotation of Estimate!!Male!!Workers 16 years and over!!MEANS OF TRANSPORTATION TO WORK!!Worked from home"
"S0801_C02_014E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0801_C02_014M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0801_C02_014MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0801_C02_014EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence"
"S0801_C02_015E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0801_C02_015M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0801_C02_015MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0801_C02_015EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked in county of residence"
"S0801_C02_016E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0801_C02_016M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0801_C02_016MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0801_C02_016EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked in state of residence!!Worked outside county of residence"
"S0801_C02_017E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0801_C02_017M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0801_C02_017MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0801_C02_017EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Worked outside state of residence"
"S0801_C02_018E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place"
"S0801_C02_018M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place"
"S0801_C02_018MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place"
"S0801_C02_018EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place"
"S0801_C02_019E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked in place of residence"
"S0801_C02_019M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked in place of residence"
"S0801_C02_019MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked in place of residence"
"S0801_C02_019EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked in place of residence"
"S0801_C02_020E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked outside place of residence"
"S0801_C02_020M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked outside place of residence"
"S0801_C02_020MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked outside place of residence"
"S0801_C02_020EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in a place!!Worked outside place of residence"
"S0801_C02_021E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in a place"
"S0801_C02_021EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in a place"
"S0801_C02_021M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in a place"
"S0801_C02_021MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in a place"
"S0801_C02_022E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states"
"S0801_C02_022M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states"
"S0801_C02_022MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states"
"S0801_C02_022EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states"
"S0801_C02_023E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked in minor civil division of residence"
"S0801_C02_023M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked in minor civil division of residence"
"S0801_C02_023MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked in minor civil division of residence"
"S0801_C02_023EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked in minor civil division of residence"
"S0801_C02_024E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked outside minor civil division of residence"
"S0801_C02_024M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked outside minor civil division of residence"
"S0801_C02_024MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked outside minor civil division of residence"
"S0801_C02_024EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Living in 12 selected states!!Worked outside minor civil division of residence"
"S0801_C02_025E","Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in 12 selected states"
"S0801_C02_025M","Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in 12 selected states"
"S0801_C02_025MA","Annotation of Margin of Error!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in 12 selected states"
"S0801_C02_025EA","Annotation of Estimate!!Male!!Workers 16 years and over!!PLACE OF WORK!!Not living in 12 selected states"
"S0801_C02_026E","Estimate!!Male!!Workers 16 years and over who did not work from home"
"S0801_C02_026M","Margin of Error!!Male!!Workers 16 years and over who did not work from home"
"S0801_C02_026MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home"
"S0801_C02_026EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home"
"S0801_C02_027E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0801_C02_027M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0801_C02_027MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0801_C02_027EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!12:00 a.m. to 4:59 a.m."
"S0801_C02_028E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0801_C02_028M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0801_C02_028MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0801_C02_028EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:00 a.m. to 5:29 a.m."
"S0801_C02_029E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0801_C02_029M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0801_C02_029MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0801_C02_029EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!5:30 a.m. to 5:59 a.m."
"S0801_C02_030E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0801_C02_030M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0801_C02_030MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0801_C02_030EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:00 a.m. to 6:29 a.m."
"S0801_C02_031E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0801_C02_031M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0801_C02_031MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0801_C02_031EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!6:30 a.m. to 6:59 a.m."
"S0801_C02_032E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0801_C02_032EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0801_C02_032M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0801_C02_032MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:00 a.m. to 7:29 a.m."
"S0801_C02_033E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0801_C02_033M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0801_C02_033MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0801_C02_033EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!7:30 a.m. to 7:59 a.m."
"S0801_C02_034E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0801_C02_034M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0801_C02_034MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0801_C02_034EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:00 a.m. to 8:29 a.m."
"S0801_C02_035E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0801_C02_035M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0801_C02_035MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0801_C02_035EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!8:30 a.m. to 8:59 a.m."
"S0801_C02_036E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0801_C02_036M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0801_C02_036MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0801_C02_036EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TIME OF DEPARTURE TO GO TO WORK!!9:00 a.m. to 11:59 p.m."
"S0801_C02_037E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0801_C02_037M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0801_C02_037MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0801_C02_037EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!Less than 10 minutes"
"S0801_C02_038E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0801_C02_038M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0801_C02_038MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0801_C02_038EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!10 to 14 minutes"
"S0801_C02_039E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0801_C02_039M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0801_C02_039MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0801_C02_039EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!15 to 19 minutes"
"S0801_C02_040E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0801_C02_040M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0801_C02_040MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0801_C02_040EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!20 to 24 minutes"
"S0801_C02_041E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0801_C02_041M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0801_C02_041MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0801_C02_041EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!25 to 29 minutes"
"S0801_C02_042E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0801_C02_042M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0801_C02_042MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0801_C02_042EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!30 to 34 minutes"
"S0801_C02_043E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0801_C02_043EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0801_C02_043M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0801_C02_043MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!35 to 44 minutes"
"S0801_C02_044E","Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0801_C02_044M","Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0801_C02_044MA","Annotation of Margin of Error!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
"S0801_C02_044EA","Annotation of Estimate!!Male!!Workers 16 years and over who did not work from home!!TRAVEL TIME TO WORK!!45 to 59 minutes"
